subject	session	roundn	fact	rts	response	cond
45	1	10	24	9.440000	5076.000000	0
45	1	10	22	18.180000	5076.000000	0
45	1	10	4	7.510000	2076.000000	0
45	1	10	12	11.390000	3517.000000	0
45	1	10	8	7.200000	2026.000000	0
45	1	10	9	5.830000	6026.000000	0
45	1	10	17	5.380000	5076.000000	0
45	1	10	19	11.330000	7026.000000	0
45	1	10	5	5.890000	3056.000000	0
45	1	10	14	6.800000	5075.000000	0
45	1	10	23	7.890000	5085.000000	0
45	1	10	21	6.200000	2026.000000	0
45	1	10	16	15.960000	5071.000000	0
45	1	10	7	8.160000	7731.000000	0
45	1	10	10	5.710000	9054.000000	0
45	1	10	1	10.310000	1056.000000	0
45	1	10	20	7.550000	9931.000000	0
45	1	11	23	8.050000	2071.000000	0
45	1	11	8	8.950000	2056.000000	0
45	1	11	24	13.510000	7331.000000	0
45	1	11	4	6.650000	2026.000000	0
45	1	11	9	5.530000	6026.000000	0
45	1	11	12	4.810000	926.000000	0
45	1	11	17	7.110000	5076.000000	0
45	1	11	7	13.040000	7337.000000	0
45	1	11	5	9.580000	9031.000000	0
45	1	11	10	6.610000	3054.000000	0
45	1	11	19	5.490000	5075.000000	0
45	1	11	1	7.690000	5026.000000	0
45	1	11	14	4.660000	2054.000000	0
45	1	11	22	6.560000	5025.000000	0
45	1	11	21	10.770000	1036.000000	0
45	1	11	16	6.700000	5126.000000	0
45	1	12	12	11.640000	3341.000000	0
45	1	12	14	5.690000	3015.000000	0
45	1	12	24	5.530000	7501.000000	0
45	1	12	5	8.550000	9012.000000	0
45	1	12	19	4.550000	5075.000000	0
45	1	12	9	13.280000	6206.000000	0
45	1	12	10	8.120000	3521.000000	0
45	1	12	21	9.120000	2031.000000	0
45	1	12	22	5.520000	9031.000000	0
45	1	12	23	11.160000	5706.000000	0
45	1	12	1	3.750000	1026.000000	0
45	1	12	16	2.390000	1026.000000	0
45	1	12	4	4.710000	2026.000000	0
45	1	12	17	3.790000	7026.000000	0
45	1	12	8	5.260000	2057.000000	0
45	1	13	22	5.310000	9931.000000	0
45	1	13	23	8.490000	2026.000000	0
45	1	13	14	6.850000	3571.000000	0
45	1	13	19	6.820000	5075.000000	0
45	1	13	16	8.650000	1331.000000	0
45	1	13	1	4.520000	1330.000000	0
45	1	13	5	4.420000	9931.000000	0
45	1	13	8	10.090000	2074.000000	0
45	1	13	10	5.440000	3745.000000	0
45	1	13	17	5.850000	7054.000000	0
45	1	13	21	3.980000	951.000000	0
45	1	13	4	5.890000	2026.000000	0
45	1	13	12	7.160000	2575.000000	0
45	1	14	16	7.990000	1331.000000	0
45	1	14	8	6.830000	2054.000000	0
45	1	14	23	6.230000	2056.000000	0
45	1	14	22	6.850000	9131.000000	0
45	1	14	19	6.620000	3574.000000	0
45	1	14	12	4.700000	1026.000000	0
45	1	14	10	7.660000	3071.000000	0
45	1	14	14	6.090000	5056.000000	0
45	1	14	21	6.170000	1026.000000	0
45	1	14	17	6.770000	5026.000000	0
45	1	14	5	4.190000	9031.000000	0
45	1	14	4	4.540000	2026.000000	0
45	1	15	10	13.340000	3710.000000	0
45	1	15	16	2.900000	1331.000000	0
45	1	15	5	5.640000	9051.000000	0
45	1	15	23	5.820000	5074.000000	0
45	1	15	19	4.360000	3071.000000	0
45	1	15	14	3.610000	5075.000000	0
45	1	15	4	9.100000	2026.000000	0
45	1	15	8	6.860000	3311.000000	0
45	1	15	21	4.620000	1026.000000	0
45	1	15	17	5.510000	5345.000000	0
45	1	16	5	10.450000	5536.000000	0
45	1	16	16	13.960000	1026.000000	0
45	1	16	19	8.350000	5035.000000	0
45	1	16	14	10.780000	4576.000000	0
45	1	16	4	4.330000	2606.000000	0
45	1	16	8	8.180000	5786.000000	0
45	1	16	10	6.650000	5685.000000	0
45	1	16	21	22.660000	2154.000000	0
45	1	16	17	8.030000	5246.000000	0
45	1	16	23	7.620000	5076.000000	0
45	1	17	19	10.250000	3875.000000	0
45	1	17	10	11.590000	4351.000000	0
45	1	17	8	7.850000	4308.000000	0
45	1	17	14	6.980000	4521.000000	0
45	1	17	16	8.290000	1031.000000	0
45	1	17	23	5.580000	3054.000000	0
45	1	17	17	7.310000	5784.000000	0
45	1	18	8	5.540000	3533.000000	0
45	1	18	16	4.180000	1026.000000	0
45	1	18	23	5.450000	2075.000000	0
45	1	18	19	4.560000	5076.000000	0
45	1	18	14	7.870000	4350.000000	0
45	1	18	10	11.660000	5754.000000	0
45	1	19	14	4.890000	3575.000000	0
45	1	19	19	9.500000	6402.000000	0
45	1	19	8	6.870000	2054.000000	0
45	1	19	23	7.420000	2055.000000	0
45	1	19	10	4.260000	4350.000000	0
45	1	19	16	4.640000	1064.000000	0
45	1	20	8	8.250000	3587.000000	0
45	1	20	10	7.450000	4406.000000	0
45	1	20	19	9.110000	6075.000000	0
45	1	20	14	8.440000	5854.000000	0
45	1	20	23	4.740000	4587.000000	0
45	1	21	14	9.320000	3687.000000	0
45	1	21	19	10.630000	6402.000000	0
45	1	21	23	7.260000	3854.000000	0
45	1	21	8	8.580000	3387.000000	0
45	1	22	23	19.630000	3087.000000	0
45	1	22	14	10.800000	2533.000000	0
45	1	22	8	8.140000	3306.000000	0
45	1	22	19	12.760000	6402.000000	0
45	1	23	8	6.820000	3386.000000	0
45	1	23	19	7.420000	4387.000000	0
45	1	23	23	5.920000	2654.000000	0
45	1	23	14	7.610000	4026.000000	0
45	1	24	8	6.540000	6402.000000	0
45	1	24	14	6.250000	2654.000000	0
45	1	24	23	16.490000	2564.000000	0
45	1	25	14	3.970000	6402.000000	0
45	1	25	8	5.340000	3356.000000	0
45	1	25	23	5.770000	4575.000000	0
45	1	26	23	6.070000	2563.000000	0
45	1	26	8	9.160000	3375.000000	0
45	1	27	23	13.700000	3375.000000	0
45	1	27	8	5.250000	3365.000000	0
45	1	28	8	6.770000	3633.000000	0
45	1	28	23	8.780000	6402.000000	0
45	1	29	23	2.460000	2533.000000	0
45	1	30	10	6.600000	4056.000000	0
45	1	30	15	20.510000	4587.000000	0
45	1	30	3	8.990000	4502.000000	0
45	1	30	5	7.410000	9031.000000	0
45	1	30	22	5.350000	9028.000000	0
45	1	30	2	7.050000	5076.000000	0
45	1	30	11	4.940000	3026.000000	0
45	1	30	20	11.590000	4026.000000	0
45	1	30	16	8.600000	1331.000000	0
45	1	30	8	9.030000	3326.000000	0
45	1	30	9	12.940000	2602.000000	0
45	1	30	21	11.350000	2206.000000	0
45	1	30	18	4.450000	4051.000000	0
45	1	30	12	12.930000	1026.000000	0
45	1	30	7	11.160000	3356.000000	0
45	1	30	4	4.650000	2026.000000	0
45	1	30	13	6.540000	8808.000000	0
45	1	30	6	6.810000	3085.000000	0
45	1	30	24	7.510000	5075.000000	0
45	1	30	23	7.600000	4563.000000	0
45	1	30	17	3.590000	5785.000000	0
45	1	30	19	11.370000	5465.000000	0
45	1	30	14	15.110000	4503.000000	0
45	1	30	1	8.930000	1031.000000	0
46	1	1	7	81.130000	2800.000000	0
46	1	1	14	8.800000	6900.000000	0
46	1	1	24	25.130000	7100.000000	0
46	1	1	13	6.310000	900.000000	0
46	1	1	1	9.880000	3000.000000	0
46	1	1	8	13.840000	2000.000000	0
46	1	1	10	22.870000	3700.000000	0
46	1	1	5	15.340000	6000.000000	0
46	1	1	20	6.180000	8000.000000	0
46	1	1	22	14.260000	7000.000000	0
46	1	1	11	20.720000	2100.000000	0
46	1	1	4	18.440000	2800.000000	0
46	1	1	15	6.220000	4000.000000	0
46	1	1	16	18.710000	2500.000000	0
46	1	1	17	10.830000	3500.000000	0
46	1	1	6	10.370000	1400.000000	0
46	1	1	23	9.070000	2600.000000	0
46	1	1	19	5.940000	4600.000000	0
46	1	1	18	5.820000	7900.000000	0
46	1	1	12	6.170000	900.000000	0
46	1	1	21	4.530000	900.000000	0
46	1	1	9	10.890000	4000.000000	0
46	1	1	2	8.880000	6600.000000	0
46	1	1	3	15.470000	6000.000000	0
46	1	2	24	35.360000	7374.000000	0
46	1	2	16	6.590000	1056.000000	0
46	1	2	10	14.520000	9911.000000	0
46	1	2	4	8.330000	2156.000000	0
46	1	2	14	7.580000	6670.000000	0
46	1	2	2	10.310000	9911.000000	0
46	1	2	5	6.810000	6500.000000	0
46	1	2	9	12.950000	6500.000000	0
46	1	2	17	15.200000	5442.000000	0
46	1	2	22	4.240000	9911.000000	0
46	1	2	19	8.420000	5601.000000	0
46	1	2	23	8.840000	3430.000000	0
46	1	2	13	24.040000	4359.000000	0
46	1	2	6	3.530000	934.000000	0
46	1	2	11	4.190000	4566.000000	0
46	1	2	7	5.620000	3733.000000	0
46	1	2	12	6.840000	1056.000000	0
46	1	2	21	5.090000	3458.000000	0
46	1	2	1	15.030000	2157.000000	0
46	1	2	3	16.860000	7331.000000	0
46	1	2	8	12.030000	3310.000000	0
46	1	2	15	4.920000	8788.000000	0
46	1	2	18	5.670000	6766.000000	0
46	1	2	20	3.450000	9911.000000	0
46	1	3	1	10.890000	1337.000000	0
46	1	3	7	8.830000	7333.000000	0
46	1	3	11	3.130000	1331.000000	0
46	1	3	17	25.800000	5663.000000	0
46	1	3	4	6.020000	2560.000000	0
46	1	3	12	8.060000	1256.000000	0
46	1	3	10	5.270000	1256.000000	0
46	1	3	9	29.340000	8600.000000	0
46	1	3	5	6.380000	6420.000000	0
46	1	3	13	5.070000	4450.000000	0
46	1	3	22	8.870000	9630.000000	0
46	1	3	18	10.050000	4456.000000	0
46	1	3	2	7.210000	4652.000000	0
46	1	3	8	14.960000	5433.000000	0
46	1	3	3	6.980000	10586.000000	0
46	1	3	19	9.410000	7688.000000	0
46	1	3	23	35.460000	2156.000000	0
46	1	3	14	7.520000	2640.000000	0
46	1	3	15	16.110000	8512.000000	0
46	1	3	21	21.540000	4650.000000	0
46	1	4	19	7.350000	6420.000000	0
46	1	4	12	5.840000	1036.000000	0
46	1	4	4	7.220000	2640.000000	0
46	1	4	14	14.780000	6620.000000	0
46	1	4	9	7.070000	4450.000000	0
46	1	4	8	31.990000	4330.000000	0
46	1	4	17	18.850000	3650.000000	0
46	1	4	23	6.190000	2833.000000	0
46	1	4	21	8.060000	3456.000000	0
46	1	4	10	24.810000	3240.000000	0
46	1	4	15	17.370000	9966.000000	0
46	1	4	13	3.290000	8288.000000	0
46	1	4	22	8.240000	9116.000000	0
46	1	4	18	34.880000	4431.000000	0
46	1	4	5	18.340000	6420.000000	0
46	1	4	2	4.870000	4430.000000	0
46	1	5	9	7.710000	6425.000000	0
46	1	5	23	11.730000	2533.000000	0
46	1	5	4	7.360000	2600.000000	0
46	1	5	21	13.460000	3410.000000	0
46	1	5	18	9.420000	7530.000000	0
46	1	5	5	8.140000	4740.000000	0
46	1	5	17	17.220000	5132.000000	0
46	1	5	19	23.240000	5430.000000	0
46	1	5	8	15.460000	4410.000000	0
46	1	5	2	8.130000	4740.000000	0
46	1	5	10	13.450000	4410.000000	0
46	1	5	14	6.980000	6620.000000	0
46	1	6	9	4.080000	6200.000000	0
46	1	6	8	15.980000	4310.000000	0
46	1	6	19	6.840000	2156.000000	0
46	1	6	14	3.750000	6400.000000	0
46	1	6	17	10.310000	5738.000000	0
46	1	6	5	12.710000	6240.000000	0
46	1	6	21	8.020000	4740.000000	0
46	1	7	17	12.640000	5738.000000	0
46	1	7	8	24.530000	5830.000000	0
46	1	7	19	12.390000	5840.000000	0
46	1	7	21	3.060000	2156.000000	0
46	1	7	5	7.620000	5850.000000	0
46	1	8	19	6.130000	4390.000000	0
46	1	8	17	10.730000	3580.000000	0
46	1	8	5	3.810000	5580.000000	0
46	1	8	8	9.570000	3570.000000	0
46	1	9	8	4.550000	3630.000000	0
46	1	9	17	3.280000	5830.000000	0
46	1	10	21	5.480000	2156.000000	0
46	1	10	15	10.370000	6400.000000	0
46	1	10	4	3.880000	2600.000000	0
46	1	10	9	7.460000	6240.000000	0
46	1	10	1	28.160000	6521.000000	0
46	1	10	18	6.500000	7530.000000	0
46	1	10	14	6.110000	6400.000000	0
46	1	10	12	7.220000	1026.000000	0
46	1	10	17	14.350000	5380.000000	0
46	1	10	16	8.030000	5430.000000	0
46	1	10	6	10.940000	8810.000000	0
46	1	10	7	4.450000	7333.000000	0
46	1	10	22	5.880000	9911.000000	0
46	1	10	10	7.990000	5482.000000	0
46	1	10	5	4.070000	5580.000000	0
46	1	10	11	2.630000	1331.000000	0
46	1	10	3	4.530000	10586.000000	0
46	1	10	20	4.170000	9911.000000	0
46	1	10	2	21.330000	4740.000000	0
46	1	10	24	5.210000	5830.000000	0
46	1	10	23	8.340000	5280.000000	0
46	1	10	13	3.230000	8288.000000	0
46	1	10	19	12.590000	3630.000000	0
46	1	10	8	11.440000	3634.000000	0
25	2	1	11	5.100000	8155.000000	1
25	2	1	22	3.980000	8155.000000	1
25	2	1	10	8.410000	4450.000000	4
25	2	1	2	21.380000	4740.000000	4
25	2	1	17	4.240000	5855.000000	4
25	2	1	9	7.890000	6250.000000	1
25	2	1	19	7.860000	4350.000000	4
25	2	1	6	6.150000	931.000000	4
25	2	1	15	7.550000	9980.000000	1
25	2	1	5	12.440000	5580.000000	1
25	2	1	21	4.090000	2521.000000	1
25	2	1	24	9.290000	7450.000000	4
47	1	1	13	25.180000	50.000000	0
47	1	1	4	13.450000	7000.000000	0
47	1	1	14	7.340000	4000.000000	0
47	1	1	20	6.690000	4000.000000	0
47	1	1	11	6.590000	1000.000000	0
47	1	1	18	6.550000	8000.000000	0
47	1	1	24	12.100000	7000.000000	0
47	1	1	12	5.640000	5000.000000	0
47	1	1	16	5.110000	4000.000000	0
47	1	1	2	4.950000	8000.000000	0
47	1	1	23	4.340000	6000.000000	0
47	1	1	3	4.350000	5000.000000	0
47	1	1	5	4.100000	8000.000000	0
47	1	1	22	7.010000	8000.000000	0
47	1	1	15	4.190000	9000.000000	0
47	1	1	7	7.720000	4000.000000	0
47	1	1	19	4.490000	6000.000000	0
47	1	1	1	7.620000	4000.000000	0
47	1	1	9	3.430000	5000.000000	0
47	1	1	8	8.780000	6000.000000	0
47	1	1	17	5.360000	7000.000000	0
47	1	1	21	3.390000	5000.000000	0
47	1	1	10	3.250000	5000.000000	0
47	1	1	6	3.070000	5000.000000	0
47	1	2	13	7.210000	6300.000000	0
47	1	2	3	12.080000	2600.000000	0
47	1	2	14	14.920000	6000.000000	0
47	1	2	15	9.640000	10000.000000	0
47	1	2	12	11.480000	7000.000000	0
47	1	2	22	6.500000	10000.000000	0
47	1	2	18	7.420000	7500.000000	0
47	1	2	7	6.290000	4500.000000	0
47	1	2	16	5.090000	1500.000000	0
47	1	2	20	4.410000	1500.000000	0
47	1	2	4	5.080000	6400.000000	0
47	1	2	17	9.670000	5500.000000	0
47	1	2	10	5.240000	6500.000000	0
47	1	2	24	5.680000	2500.000000	0
47	1	2	6	5.860000	1000.000000	0
47	1	2	8	15.420000	6500.000000	0
47	1	2	19	16.000000	7500.000000	0
47	1	2	1	5.840000	1000.000000	0
47	1	2	23	5.550000	3500.000000	0
47	1	2	2	5.950000	1300.000000	0
47	1	2	21	7.050000	3500.000000	0
47	1	2	11	9.000000	1200.000000	0
47	1	2	5	6.200000	7600.000000	0
47	1	2	9	5.550000	4500.000000	0
47	1	3	21	13.840000	2300.000000	0
47	1	3	2	16.330000	2100.000000	0
47	1	3	7	8.590000	4500.000000	0
47	1	3	4	4.560000	6400.000000	0
47	1	3	11	11.930000	2300.000000	0
47	1	3	23	4.530000	5000.000000	0
47	1	3	17	8.560000	6000.000000	0
47	1	3	12	4.510000	4000.000000	0
47	1	3	16	5.550000	3000.000000	0
47	1	3	5	3.950000	4500.000000	0
47	1	3	6	3.680000	1000.000000	0
47	1	3	1	6.390000	950.000000	0
47	1	3	22	34.740000	4300.000000	0
47	1	3	10	5.790000	2300.000000	0
47	1	3	13	10.960000	6300.000000	0
47	1	3	8	3.170000	4500.000000	0
47	1	3	24	4.810000	3000.000000	0
47	1	3	9	8.860000	6500.000000	0
47	1	3	14	7.340000	7300.000000	0
47	1	3	20	16.840000	9900.000000	0
47	1	3	3	7.650000	6400.000000	0
47	1	3	19	5.410000	7400.000000	0
47	1	4	11	8.490000	1350.000000	0
47	1	4	1	14.170000	950.000000	0
47	1	4	12	7.450000	2500.000000	0
47	1	4	13	8.490000	8400.000000	0
47	1	4	3	5.480000	10500.000000	0
47	1	4	8	17.710000	6400.000000	0
47	1	4	5	11.410000	8600.000000	0
47	1	4	21	7.460000	8600.000000	0
47	1	4	6	25.040000	4500.000000	0
47	1	4	16	3.880000	1300.000000	0
47	1	4	14	4.210000	2600.000000	0
47	1	4	4	4.840000	2600.000000	0
47	1	4	24	5.540000	4600.000000	0
47	1	4	22	5.470000	8600.000000	0
47	1	4	9	6.420000	7400.000000	0
47	1	4	17	5.680000	1000.000000	0
47	1	4	2	14.860000	5500.000000	0
47	1	4	23	10.400000	1000.000000	0
47	1	4	7	7.440000	2500.000000	0
47	1	4	19	9.930000	4600.000000	0
47	1	4	10	5.840000	9900.000000	0
47	1	5	6	10.270000	931.000000	0
47	1	5	9	14.190000	7600.000000	0
47	1	5	16	14.450000	1300.000000	0
47	1	5	13	11.900000	8600.000000	0
47	1	5	12	16.940000	2500.000000	0
47	1	5	23	4.350000	1000.000000	0
47	1	5	21	9.690000	940.000000	0
47	1	5	10	5.040000	4500.000000	0
47	1	5	24	7.200000	2400.000000	0
47	1	5	17	7.830000	6400.000000	0
47	1	5	5	21.540000	8600.000000	0
47	1	5	7	9.820000	8600.000000	0
47	1	5	2	11.190000	5500.000000	0
47	1	5	14	6.510000	6500.000000	0
47	1	5	22	12.250000	8300.000000	0
47	1	5	1	8.470000	1030.000000	0
47	1	5	19	5.950000	4400.000000	0
47	1	5	11	14.060000	1330.000000	0
47	1	5	8	14.290000	9100.000000	0
47	1	6	16	5.630000	1030.000000	0
47	1	6	10	16.150000	9100.000000	0
47	1	6	13	4.000000	8300.000000	0
47	1	6	17	4.380000	9100.000000	0
47	1	6	24	6.870000	7300.000000	0
47	1	6	21	12.660000	5400.000000	0
47	1	6	2	8.130000	7300.000000	0
47	1	6	12	4.370000	4400.000000	0
47	1	6	8	21.510000	4400.000000	0
47	1	6	1	7.470000	940.000000	0
47	1	6	14	10.570000	9100.000000	0
47	1	6	22	9.590000	8600.000000	0
47	1	6	9	9.890000	9900.000000	0
47	1	6	7	10.630000	4400.000000	0
47	1	6	5	6.980000	1300.000000	0
47	1	6	23	12.560000	1300.000000	0
47	1	7	5	5.610000	2500.000000	0
47	1	7	10	5.630000	4400.000000	0
47	1	7	22	8.950000	9100.000000	0
47	1	7	17	7.930000	2100.000000	0
47	1	7	1	5.980000	5200.000000	0
47	1	7	12	11.860000	3600.000000	0
47	1	7	24	10.360000	6400.000000	0
47	1	7	9	17.430000	9130.000000	0
47	1	7	16	3.300000	1300.000000	0
47	1	7	14	9.380000	3400.000000	0
47	1	7	23	11.230000	1300.000000	0
47	1	7	8	6.680000	2400.000000	0
47	1	7	2	10.150000	6400.000000	0
47	1	7	7	17.510000	5500.000000	0
47	1	7	21	7.860000	4300.000000	0
47	1	8	12	9.870000	1030.000000	0
47	1	8	23	5.600000	1040.000000	0
47	1	8	2	10.110000	2430.000000	0
47	1	8	17	14.490000	1040.000000	0
47	1	8	1	18.230000	1040.000000	0
47	1	8	8	8.810000	5300.000000	0
47	1	8	14	8.710000	5400.000000	0
47	1	8	9	4.990000	6400.000000	0
47	1	8	21	6.880000	5300.000000	0
47	1	8	16	20.220000	2500.000000	0
47	1	8	24	6.120000	5400.000000	0
47	1	8	5	5.500000	4500.000000	0
47	1	8	7	11.580000	6400.000000	0
47	1	9	23	15.620000	2400.000000	0
47	1	9	21	13.400000	7330.000000	0
47	1	9	2	6.550000	4330.000000	0
47	1	9	5	10.110000	4320.000000	0
47	1	9	16	6.320000	1060.000000	0
47	1	9	8	6.870000	2400.000000	0
47	1	9	1	8.940000	1060.000000	0
47	1	9	17	8.240000	4430.000000	0
47	1	9	7	12.290000	7333.000000	0
47	1	9	24	14.880000	4330.000000	0
47	1	9	14	12.320000	2450.000000	0
47	1	9	9	9.870000	6430.000000	0
47	1	10	17	11.120000	1060.000000	0
47	1	10	8	9.320000	1060.000000	0
47	1	10	23	13.570000	3300.000000	0
47	1	10	14	10.620000	6400.000000	0
47	1	10	2	5.200000	2430.000000	0
47	1	10	24	10.790000	7230.000000	0
47	1	10	9	8.840000	6240.000000	0
47	1	10	5	15.030000	5430.000000	0
47	1	10	21	9.740000	2430.000000	0
47	1	10	1	17.580000	1060.000000	0
47	1	11	5	15.730000	1340.000000	0
47	1	11	21	18.490000	5580.000000	0
47	1	11	24	49.580000	6200.000000	0
47	1	11	1	13.130000	1350.000000	0
47	1	11	17	20.250000	2300.000000	0
47	1	11	23	4.920000	2300.000000	0
47	1	11	8	5.320000	5400.000000	0
47	1	11	2	12.230000	2100.000000	0
47	1	12	24	19.900000	7400.000000	0
47	1	12	2	11.360000	3400.000000	0
47	1	12	23	50.030000	2100.000000	0
47	1	12	21	9.240000	3600.000000	0
47	1	12	8	9.800000	5700.000000	0
47	1	12	5	18.740000	5300.000000	0
47	1	12	17	9.260000	3800.000000	0
47	1	13	5	6.180000	5800.000000	0
47	1	13	23	3.670000	2140.000000	0
47	1	13	8	4.940000	2130.000000	0
47	1	13	21	16.620000	5500.000000	0
47	1	13	2	7.670000	3800.000000	0
47	1	13	17	13.970000	5330.000000	0
47	1	14	2	40.630000	4500.000000	0
47	1	14	23	5.450000	2530.000000	0
47	1	14	5	14.960000	4800.000000	0
47	1	14	17	2.800000	5800.000000	0
47	1	14	21	5.270000	2143.000000	0
47	1	14	8	8.750000	2543.000000	0
47	1	15	5	8.500000	5534.000000	0
47	1	15	8	2.770000	3634.000000	0
47	1	15	2	52.650000	4600.000000	0
47	1	16	2	2.950000	4734.000000	0
47	1	17	22	17.350000	7400.000000	0
47	1	17	1	13.340000	1000.000000	0
47	1	17	6	7.790000	1300.000000	0
47	1	17	8	5.690000	3634.000000	0
47	1	17	23	17.090000	2100.000000	0
47	1	17	2	15.710000	4634.000000	0
47	1	17	5	11.640000	5500.000000	0
47	1	17	20	18.310000	7400.000000	0
47	1	17	4	5.680000	2500.000000	0
47	1	17	21	5.290000	3600.000000	0
47	1	17	16	9.850000	1000.000000	0
47	1	17	3	6.410000	4000.000000	0
47	1	17	9	3.530000	6400.000000	0
47	1	17	24	7.210000	7800.000000	0
47	1	17	10	5.490000	9500.000000	0
47	1	17	18	5.340000	10000.000000	0
47	1	17	14	7.870000	9900.000000	0
47	1	17	17	6.440000	6500.000000	0
47	1	17	7	5.500000	7400.000000	0
47	1	17	15	4.500000	6500.000000	0
47	1	17	19	8.500000	3400.000000	0
47	1	17	11	6.950000	2600.000000	0
47	1	17	12	5.120000	4000.000000	0
47	1	17	13	6.200000	8400.000000	0
23	2	1	18	26.460000	7684.000000	1
23	2	1	4	11.980000	1330.000000	4
23	2	1	15	28.680000	10580.000000	1
23	2	1	2	17.870000	5463.000000	4
23	2	1	7	25.850000	6780.000000	4
23	2	1	13	19.650000	8264.000000	4
23	2	1	21	22.490000	4238.000000	1
23	2	1	9	61.810000	7663.000000	4
23	2	1	24	23.610000	8430.000000	1
23	2	1	3	23.580000	9890.000000	1
23	2	1	6	14.520000	831.000000	1
23	2	1	16	19.430000	930.000000	4
27	2	1	15	18.920000	9450.000000	1
27	2	1	17	7.660000	5430.000000	4
27	2	1	24	6.730000	6450.000000	4
27	2	1	10	16.750000	4530.000000	4
27	2	1	20	8.530000	9900.000000	1
27	2	1	11	23.450000	1331.000000	1
27	2	1	5	15.690000	2350.000000	4
27	2	1	18	10.440000	7850.000000	1
27	2	1	6	10.470000	985.000000	1
27	2	1	22	10.040000	3450.000000	4
27	2	1	16	4.610000	985.000000	4
27	2	1	23	8.380000	1034.000000	1
48	1	1	16	17.280000	1000.000000	0
48	1	1	7	6.030000	4500.000000	0
48	1	1	21	6.600000	6000.000000	0
48	1	1	20	8.970000	15000.000000	0
48	1	1	23	14.920000	12000.000000	0
48	1	1	24	14.760000	2000.000000	0
48	1	1	4	5.610000	123.000000	0
48	1	1	2	8.570000	15000.000000	0
48	1	1	10	10.490000	4599.000000	0
48	1	1	3	9.430000	10000.000000	0
48	1	1	22	7.510000	12000.000000	0
48	1	1	1	7.660000	2450.000000	0
48	1	1	5	4.270000	4500.000000	0
48	1	1	13	8.720000	2345.000000	0
48	1	1	14	8.740000	1004.000000	0
48	1	1	9	9.190000	1560.000000	0
48	1	1	17	6.810000	1200.000000	0
48	1	1	11	4.980000	3400.000000	0
48	1	1	15	5.780000	5640.000000	0
48	1	1	19	5.980000	4560.000000	0
48	1	1	8	6.630000	5430.000000	0
48	1	1	12	7.270000	2300.000000	0
48	1	1	18	7.920000	4512.000000	0
48	1	1	6	4.280000	42567.000000	0
48	1	2	16	7.240000	4502.000000	0
48	1	2	9	5.810000	2342.000000	0
48	1	2	13	4.470000	5000.000000	0
48	1	2	10	6.260000	4560.000000	0
48	1	2	4	10.790000	4670.000000	0
48	1	2	1	7.300000	2367.000000	0
48	1	2	12	6.320000	1562.000000	0
48	1	2	24	4.930000	1345.000000	0
48	1	2	23	10.110000	1345.000000	0
48	1	2	2	4.860000	2370.000000	0
48	1	2	11	7.100000	1027.000000	0
48	1	2	19	8.720000	1245.000000	0
48	1	2	7	4.800000	4567.000000	0
48	1	2	14	7.790000	1740.000000	0
48	1	2	20	4.140000	1234.000000	0
48	1	2	8	8.850000	4567.000000	0
48	1	2	6	6.200000	2370.000000	0
48	1	2	3	5.070000	2345.000000	0
48	1	2	18	5.820000	12345.000000	0
48	1	2	22	17.380000	1370.000000	0
48	1	2	17	4.660000	6700.000000	0
48	1	2	21	6.670000	4500.000000	0
48	1	2	5	5.280000	3470.000000	0
48	1	2	15	3.560000	4570.000000	0
48	1	3	23	5.840000	1340.000000	0
48	1	3	11	4.600000	562.000000	0
48	1	3	19	5.530000	1240.000000	0
48	1	3	12	5.780000	4560.000000	0
48	1	3	14	3.630000	1331.000000	0
48	1	3	18	7.970000	2307.000000	0
48	1	3	3	4.150000	1331.000000	0
48	1	3	6	4.150000	1456.000000	0
48	1	3	5	7.980000	1034.000000	0
48	1	3	21	9.170000	10367.000000	0
48	1	3	8	3.240000	1331.000000	0
48	1	3	7	4.850000	1345.000000	0
48	1	3	24	5.100000	3451.000000	0
48	1	3	10	4.170000	3451.000000	0
48	1	3	13	5.690000	986.000000	0
48	1	3	2	10.780000	2104.000000	0
48	1	3	15	5.660000	1450.000000	0
48	1	3	17	5.260000	14561.000000	0
48	1	3	20	7.510000	1026.000000	0
48	1	3	16	7.930000	1341.000000	0
48	1	3	4	6.160000	2370.000000	0
48	1	3	9	6.410000	5401.000000	0
48	1	3	1	7.490000	2340.000000	0
48	1	3	22	4.820000	1331.000000	0
48	1	4	9	6.150000	1334.000000	0
48	1	4	4	5.320000	14502.000000	0
48	1	4	5	5.240000	14560.000000	0
48	1	4	7	4.920000	4561.000000	0
48	1	4	16	5.420000	1331.000000	0
48	1	4	21	8.040000	4331.000000	0
48	1	4	22	4.010000	13451.000000	0
48	1	4	8	3.050000	1345.000000	0
48	1	4	13	3.550000	1567.000000	0
48	1	4	6	3.980000	13456.000000	0
48	1	4	12	6.600000	1026.000000	0
48	1	4	18	5.750000	7541.000000	0
48	1	4	24	8.720000	4502.000000	0
48	1	4	1	7.340000	1024.000000	0
48	1	4	17	4.220000	12340.000000	0
48	1	4	11	4.780000	1024.000000	0
48	1	4	3	8.180000	7034.000000	0
48	1	4	23	4.630000	2300.000000	0
48	1	4	20	4.390000	1331.000000	0
48	1	4	10	3.300000	1331.000000	0
48	1	4	14	4.740000	4509.000000	0
48	1	4	15	4.390000	4560.000000	0
48	1	4	2	5.520000	2340.000000	0
