16532;LAS7;0;1;459.5;92;517.1;311.1;item5;p1;
16532;LAS7;9;1;333;298;324.4;120.5;item1;p2;9
16532;LAS7;8;1;237;410;453.1;464.3;item2;p2;8
16532;LAS7;7;1;353;476;173.6;273.5;item0;p2;7
16532;LAS7;6;1;499;466;304.4;313.9;item4;p2;6
16532;LAS7;5;1;586;356;455.3;151.7;item3;p2;5
16532;LAS7;4;1;608;211;626.4;221.4;item6;p2;4
16532;LAS7;3;1;523;101;517.1;311.1;item5;p2;3
16532;LAS7;2;1;399;64;304.9;493.2;item7;p2;2
16532;LAS7;1;1;286;104;200.6;399.9;item8;p2;1
16532;LAS7;0;1;210;220;581.7;426.9;item9;p2;0
16532;LAS7;9;0;525.5;286;453.1;464.3;item2;p1;
16532;LAS7;8;0;490.5;426;324.4;120.5;item1;p1;
16532;LAS7;7;0;473.5;467;173.6;273.5;item0;p1;
16532;LAS7;6;0;288.5;178;200.6;399.9;item8;p1;
16532;LAS7;5;0;377.5;472;517.1;311.1;item5;p1;
16532;LAS7;4;0;179.5;273;304.4;313.9;item4;p1;
16532;LAS7;3;0;447.5;152;626.4;221.4;item6;p1;
16532;LAS7;2;0;224.5;126;455.3;151.7;item3;p1;
16532;LAS7;1;0;553.5;405;581.7;426.9;item9;p1;
16532;LAS7;0;0;339.5;157;304.9;493.2;item7;p1;
16291;LAS7;9;3;399.5;278;303.4;262.5;item8;p1;
16291;LAS7;8;3;399.5;278;613.3;360.3;item7;p1;
16291;LAS7;7;3;399.5;278;215.2;356.2;item2;p1;
16291;LAS7;6;3;399.5;278;576.5;206.7;item1;p1;
16291;LAS7;5;3;395.5;278;233.8;156.7;item3;p1;
16291;LAS7;4;3;395.5;278;498.2;298.8;item9;p1;
16291;LAS7;3;3;395.5;278;329.4;68.78;item6;p1;
16291;LAS7;2;3;395.5;278;483.0;439.2;item5;p1;
16291;LAS7;1;3;395.5;278;363.5;393.9;item4;p1;
13549;LAS7;6;4;405;279;191.6;231.5;item7;p1;
13549;LAS7;5;4;427;299;530.3;298.3;item2;p1;
13549;LAS7;2;3;400;293;213.8;391.9;item5;p1;
13549;LAS7;8;3;333;158;605.9;392.5;item9;p2;8
13549;LAS7;0;3;402;279;191.6;231.5;item7;p1;
13549;LAS7;1;3;445;150;434.7;74.66;item4;p1;
13549;LAS7;2;3;455;506;191.6;231.5;item7;p2;2
13549;LAS7;3;3;211;212;544.6;154.8;item6;p2;9
13549;LAS7;7;3;341;322;530.3;298.3;item2;p2;4
13549;LAS7;1;3;478;118;213.8;391.9;item5;p2;7
13549;LAS7;0;3;573;424;356.2;386.8;item3;p2;1
13549;LAS7;4;3;282;415;349.3;507.1;item8;p2;0
13549;LAS7;5;3;622;251;434.7;74.66;item4;p2;6
13549;LAS7;6;3;483;244;283.4;127.4;item0;p2;5
13549;LAS7;9;3;458;403;494.9;449.3;item1;p2;3
13549;LAS7;9;2;519;461;605.9;392.5;item9;p1;
13549;LAS7;8;2;569;254;434.7;74.66;item4;p1;
13549;LAS7;7;2;405;297;494.9;449.3;item1;p1;
13549;LAS7;6;2;342;502;349.3;507.1;item8;p1;
13549;LAS7;5;2;405;308;191.6;231.5;item7;p1;
13549;LAS7;4;2;514;462;356.2;386.8;item3;p1;
13549;LAS7;3;2;482;348;213.8;391.9;item5;p1;
13549;LAS7;2;2;304;170;283.4;127.4;item0;p1;
13549;LAS7;1;2;405;281;544.6;154.8;item6;p1;
13549;LAS7;0;2;414;284;530.3;298.3;item2;p1;
13549;LAS7;9;1;414;284;349.3;507.1;item8;p1;
13549;LAS7;8;1;414;284;605.9;392.5;item9;p1;
13549;LAS7;7;1;414;284;494.9;449.3;item1;p1;
13549;LAS7;6;1;414;285;356.2;386.8;item3;p1;
13549;LAS7;5;1;414;285;191.6;231.5;item7;p1;
13549;LAS7;4;1;414;285;544.6;154.8;item6;p1;
13549;LAS7;0;0;388;286;494.9;449.3;item1;p1;
13549;LAS7;1;0;401;282;434.7;74.66;item4;p1;
13549;LAS7;2;0;402;283;530.3;298.3;item2;p1;
13549;LAS7;3;0;402;283;356.2;386.8;item3;p1;
